"photo_id","lat","lon","url"
"27170568852","60.168435","24.959542","https://farm8.staticflickr.com/7357/27170568852_a6e50b85ee_z.jpg"
"26991270590","60.170997","24.940928","https://farm8.staticflickr.com/7230/26991270590_c143ed96d4_z.jpg"
"26655312963","60.152100","24.929866","https://farm8.staticflickr.com/7648/26655312963_c0e8bc0fcb_z.jpg"
"27148739302","60.152100","24.929866","https://farm8.staticflickr.com/7633/27148739302_ca64df1ced_z.jpg"
"27165572071","60.152100","24.929866","https://farm8.staticflickr.com/7298/27165572071_76a49ba33b_z.jpg"
"26946907640","60.161769","24.903980","https://farm8.staticflickr.com/7619/26946907640_51d698b488_z.jpg"
"26946905130","60.161569","24.902086","https://farm8.staticflickr.com/7095/26946905130_2b3a18ab2e_z.jpg"
"26614133404","60.173531","24.938700","https://farm8.staticflickr.com/7735/26614133404_5e2cf6dd59_z.jpg"
"27186791606","60.169349","24.951333","https://farm8.staticflickr.com/7590/27186791606_0ef4d4c074_z.jpg"
"27186791446","60.170355","24.951277","https://farm8.staticflickr.com/7053/27186791446_4a40cc892b_z.jpg"
"26613422834","60.153897","24.938144","https://farm8.staticflickr.com/7035/26613422834_8262d9c07b_z.jpg"
"26939034960","60.157909","24.917078","https://farm8.staticflickr.com/7338/26939034960_31231798a8_z.jpg"
"26594457414","60.172998","24.925243","https://farm8.staticflickr.com/7699/26594457414_6e8b7a5102_z.jpg"
"26922361830","60.175450","24.946772","https://farm8.staticflickr.com/7416/26922361830_c9974ab6c7_z.jpg"
"27197135715","60.175450","24.946772","https://farm8.staticflickr.com/7324/27197135715_95c69027d4_z.jpg"
"27097198182","60.163514","24.946346","https://farm8.staticflickr.com/7191/27097198182_94f34c8615_z.jpg"
"27154305246","60.171516","24.947319","https://farm8.staticflickr.com/7553/27154305246_34a0f8b6bb_z.jpg"
"27178460115","60.169345","24.937092","https://farm8.staticflickr.com/7279/27178460115_7fd3dd2444_z.jpg"
"27144872836","60.168663","24.930244","https://farm8.staticflickr.com/7164/27144872836_3a7477cd75_z.jpg"
"26573041353","60.167713","24.953758","https://farm8.staticflickr.com/7084/26573041353_126879ac96_z.jpg"
"27177488375","60.167647","24.954200","https://farm8.staticflickr.com/7002/27177488375_937e012fd5_z.jpg"
"26571638484","60.167811","24.951738","https://farm8.staticflickr.com/7502/26571638484_3fb6698c13_z.jpg"
"27177362825","60.151316","24.956450","https://farm8.staticflickr.com/7391/27177362825_8303cbcc61_z.jpg"
"27177348125","60.172916","24.938083","https://farm8.staticflickr.com/7547/27177348125_95e1de6c60_z.jpg"
"26903007430","60.172883","24.938291","https://farm8.staticflickr.com/7111/26903007430_7863a71e46_z.jpg"
"27082244062","60.150811","24.956944","https://farm8.staticflickr.com/7345/27082244062_614c6bdf64_z.jpg"
"27144438016","60.150774","24.957041","https://farm8.staticflickr.com/7261/27144438016_561e79cf59_z.jpg"
"26902982730","60.167647","24.951600","https://farm8.staticflickr.com/7593/26902982730_b32b7831f0_z.jpg"
"26571478404","60.172916","24.938083","https://farm8.staticflickr.com/7673/26571478404_4bb609b190_z.jpg"
"27082221042","60.151219","24.957019","https://farm8.staticflickr.com/7024/27082221042_37a5c709b6_z.jpg"
"27082200202","60.167611","24.951547","https://farm8.staticflickr.com/7107/27082200202_cc9a3b694d_z.jpg"
"27082199112","60.151222","24.956316","https://farm8.staticflickr.com/7184/27082199112_7bd3b09be1_z.jpg"
"27108852901","60.151611","24.951061","https://farm8.staticflickr.com/7063/27108852901_2a64a38555_z.jpg"
"27082175502","60.167602","24.951600","https://farm8.staticflickr.com/7193/27082175502_17db6bace8_z.jpg"
"27144349426","60.167602","24.951600","https://farm8.staticflickr.com/7432/27144349426_1045544e49_z.jpg"
"27139890406","60.151097","24.957680","https://farm8.staticflickr.com/7727/27139890406_08a18f00e8_z.jpg"
"27077664092","60.150811","24.956944","https://farm8.staticflickr.com/7037/27077664092_1baa507f02_z.jpg"
"26566986364","60.151097","24.957680","https://farm8.staticflickr.com/7152/26566986364_4e516d08d9_z.jpg"
"27077660242","60.150774","24.957041","https://farm8.staticflickr.com/7376/27077660242_6d4282266b_z.jpg"
"27077654192","60.152355","24.967769","https://farm8.staticflickr.com/7261/27077654192_8b2b849bbd_z.jpg"
"26568237073","60.150719","24.956908","https://farm8.staticflickr.com/7335/26568237073_b6d1ee83ab_z.jpg"
"26568232353","60.151213","24.957797","https://farm8.staticflickr.com/7088/26568232353_696a588296_z.jpg"
"27172562425","60.151838","24.957472","https://farm8.staticflickr.com/7706/27172562425_c081168742_z.jpg"
"26898302710","60.151041","24.957716","https://farm8.staticflickr.com/7263/26898302710_5512d83342_z.jpg"
"27077414242","60.151805","24.957341","https://farm8.staticflickr.com/7038/27077414242_398bf327a4_z.jpg"
"27104136301","60.151169","24.931730","https://farm8.staticflickr.com/7429/27104136301_5a2207499b_z.jpg"
"27172519925","60.151250","24.957750","https://farm8.staticflickr.com/7682/27172519925_27ea31d314_z.jpg"
"26566638654","60.151130","24.957930","https://farm8.staticflickr.com/7075/26566638654_51f0bfd259_z.jpg"
"27139577726","60.151130","24.957925","https://farm8.staticflickr.com/7395/27139577726_51e4512d4e_z.jpg"
"27172483695","60.151055","24.957758","https://farm8.staticflickr.com/7462/27172483695_1f2afe39dd_z.jpg"
