"photo_id","lat","lon","url"
"27235488335","49.414351","8.709529","https://farm8.staticflickr.com/7674/27235488335_513a684aee_z.jpg"
"27201309326","49.411371","8.703660","https://farm8.staticflickr.com/7677/27201309326_5847753d2a_z.jpg"
"27122414212","49.403969","8.675930","https://farm8.staticflickr.com/7722/27122414212_d3bcbe0838_z.jpg"
"27122399732","49.403969","8.675930","https://farm8.staticflickr.com/7372/27122399732_f9459d9d4d_z.jpg"
"27162804566","49.410561","8.715402","https://farm8.staticflickr.com/7334/27162804566_a3a0342b8b_z.jpg"
"27162804306","49.411122","8.717316","https://farm8.staticflickr.com/7620/27162804306_a800ca6253_z.jpg"
"27162804116","49.406969","8.691877","https://farm8.staticflickr.com/7467/27162804116_da67ae9f97_z.jpg"
"27162803876","49.413697","8.708997","https://farm8.staticflickr.com/7257/27162803876_d4c30fef29_z.jpg"
"26573479814","49.412788","8.692309","https://farm8.staticflickr.com/7187/26573479814_cb208fe056_z.jpg"
"27146216696","49.412788","8.692309","https://farm8.staticflickr.com/7074/27146216696_0cc039b237_z.jpg"
"27084070492","49.412788","8.692309","https://farm8.staticflickr.com/7115/27084070492_1a75b9f7ce_z.jpg"
"26574932753","49.414798","8.704583","https://farm8.staticflickr.com/7720/26574932753_d2fbe58faa_z.jpg"
"26574911623","49.414798","8.704583","https://farm8.staticflickr.com/7005/26574911623_10c524477e_z.jpg"
"27146150546","49.414644","8.709518","https://farm8.staticflickr.com/7004/27146150546_a08c4c8541_z.jpg"
"27084017292","49.415510","8.710505","https://farm8.staticflickr.com/7353/27084017292_259f69d5dd_z.jpg"
"26574849063","49.415510","8.710505","https://farm8.staticflickr.com/7359/26574849063_eea34835e2_z.jpg"
"26574830383","49.415510","8.710505","https://farm8.staticflickr.com/7615/26574830383_91c3a8746f_z.jpg"
"27146102686","49.413388","8.708059","https://farm8.staticflickr.com/7114/27146102686_385343152e_z.jpg"
"27083965022","49.412418","8.705270","https://farm8.staticflickr.com/7589/27083965022_8ef055be19_z.jpg"
"26571998824","49.413255","8.694251","https://farm8.staticflickr.com/7139/26571998824_e0baf7d840_z.jpg"
"26572948873","49.413416","8.709411","https://farm8.staticflickr.com/7372/26572948873_5bd139bf5f_z.jpg"
"27070657362","49.417164","8.708596","https://farm8.staticflickr.com/7645/27070657362_ec8eab8455_z.jpg"
"27122093396","49.416441","8.704500","https://farm8.staticflickr.com/7661/27122093396_b0dd8288b3_z.jpg"
"27112968786","49.410847","8.715505","https://farm8.staticflickr.com/7254/27112968786_c5259831f9_z.jpg"
"27060455411","49.412200","8.710000","https://farm8.staticflickr.com/7237/27060455411_fcf378e2bb_z.jpg"
"27091360096","49.412747","8.704489","https://farm8.staticflickr.com/7480/27091360096_c7d35c9f71_z.jpg"
"26519750323","49.416966","8.672194","https://farm8.staticflickr.com/7151/26519750323_8a0dd2a8cf_z.jpg"
"27123528335","49.417205","8.676566","https://farm8.staticflickr.com/7480/27123528335_4ca2561811_z.jpg"
"27055238601","49.414877","8.666747","https://farm8.staticflickr.com/7021/27055238601_94b1550ce6_z.jpg"
"26504358853","49.413490","8.708070","https://farm8.staticflickr.com/7166/26504358853_ba3d6861de_z.jpg"
"26815354040","49.412883","8.713550","https://farm8.staticflickr.com/7196/26815354040_f4d59d4f50_z.jpg"
"26815351500","49.412777","8.713494","https://farm8.staticflickr.com/7059/26815351500_b2673a9fec_z.jpg"
"27089515815","49.406994","8.692661","https://farm8.staticflickr.com/7747/27089515815_5e9ed78c1d_z.jpg"
"27056289636","49.411113","8.714961","https://farm8.staticflickr.com/7743/27056289636_a4778f7c3e_z.jpg"
"26485789613","49.411113","8.714961","https://farm8.staticflickr.com/7276/26485789613_a5fb324ab5_z.jpg"
"27056289566","49.406880","8.691997","https://farm8.staticflickr.com/7758/27056289566_5bbcf01b27_z.jpg"
"27056289486","49.406733","8.692013","https://farm8.staticflickr.com/7777/27056289486_0f3bf36036_z.jpg"
"26485789383","49.407177","8.692991","https://farm8.staticflickr.com/7704/26485789383_96f7225c85_z.jpg"
"26815351260","49.406733","8.692013","https://farm8.staticflickr.com/7293/26815351260_9cf758d8c1_z.jpg"
"26815351330","49.406691","8.691877","https://farm8.staticflickr.com/7258/26815351330_a1274a4f5a_z.jpg"
"26485789543","49.412888","8.713550","https://farm8.staticflickr.com/7174/26485789543_4b25603bf1_z.jpg"
"26815351420","49.412852","8.713452","https://farm8.staticflickr.com/7429/26815351420_c264822aa8_z.jpg"
"26815351220","49.406836","8.691963","https://farm8.staticflickr.com/7315/26815351220_c50a3b9f6c_z.jpg"
"26480991484","49.412107","8.706053","https://farm8.staticflickr.com/7660/26480991484_16941408fc_z.jpg"
"27018076311","49.411482","8.704444","https://farm8.staticflickr.com/7483/27018076311_043eba800d_z.jpg"
"26951778902","49.400962","8.668781","https://farm8.staticflickr.com/7518/26951778902_b52b46f95b_z.jpg"
"26951790922","49.416780","8.709074","https://farm8.staticflickr.com/7371/26951790922_91db3dbd71_z.jpg"
"27011726446","49.404669","8.676683","https://farm8.staticflickr.com/7066/27011726446_1625e212cf_z.jpg"
